matagent,severity,nace_r2,sex,age,unit,time\geo	EU28 	EU27 	BE 	BG 	CZ 	DK 	DE 	EE 	IE 	EL 	ES 	FR 	HR 	IT 	CY 	LV 	LT 	LU 	HU 	MT 	NL 	AT 	PL 	PT 	RO 	SI 	SK 	SE 	UK 	NO 	CH 
MAT_0100,D_GE4,TOTAL,M,Y_GE55,NR,2014	37776 	37650 	543 	33 	0 	0 	16118 	148 	0 	0 	4997 	4860 	126 	6941 	0 	27 	0 	0 	421 	5 	0 	1043 	1003 	731 	30 	0 	146 	604 	0 	0 	721 
MAT_0100,D_GE4,TOTAL,M,Y_GE55,PC,2014	12.44 	12.44 	14.4 	12.36 	0 	0 	16.38 	21.25 	0 	0 	16.6 	11.24 	12.71 	17.87 	0 	14.75 	0 	0 	27.02 	1.56 	0 	19.24 	13.45 	5.65 	8.17 	0 	17.36 	14.02 	0 	0 	9.54 
MAT_0100,D_GE4,TOTAL,M,Y_GE55,RT_INC,2014	195.83 	196.26 	196.43 	14.04 	0 	0 	336.19 	244.31 	0 	0 	542.8 	310.73 	117.69 	285.43 	0 	34.66 	0 	0 	165.26 	25.62 	0 	324.7 	70.13 	146.52 	9.38 	0 	75.56 	120.97 	0 	0 	146.58 
MAT_0100,D_GE4,TOTAL,M,Y_LT25,NR,2014	25600 	25549 	670 	12 	0 	0 	11712 	95 	0 	0 	2206 	6199 	51 	1984 	0 	11 	0 	0 	283 	5 	0 	1454 	410 	249 	13 	0 	75 	172 	0 	0 	561 
MAT_0100,D_GE4,TOTAL,M,Y_LT25,PC,2014	9.08 	9.08 	10.33 	7.95 	0 	0 	10.99 	12.91 	0 	0 	14.12 	9.15 	6.79 	12.08 	0 	5.67 	0 	0 	12.86 	1.92 	0 	12.71 	6.88 	3.22 	4.94 	0 	7.98 	7.52 	0 	0 	3.73 
MAT_0100,D_GE4,TOTAL,M,Y_LT25,RT_INC,2014	263.34 	264.1 	369.08 	14.28 	0 	0 	463.27 	389.74 	0 	0 	607.9 	560.92 	108 	355.55 	0 	26.68 	0 	0 	193.9 	39.3 	0 	549.53 	63.2 	195.83 	11.64 	0 	80.16 	63.92 	0 	0 	190.03 
MAT_0100,D_GE4,TOTAL,T,TOTAL,NR,2014	401378 	399972 	9710 	373 	0 	0 	149950 	1262 	0 	0 	64635 	77100 	1406 	55341 	0 	282 	0 	0 	4419 	59 	0 	12197 	10360 	7415 	321 	0 	1380 	5169 	0 	0 	5562 
MAT_0100,D_GE4,TOTAL,T,TOTAL,PC,2014	12.64 	12.64 	14.8 	16.61 	0 	0 	17.7 	20.07 	0 	0 	16.68 	10.64 	12.05 	17.66 	0 	16.35 	0 	0 	22.67 	2.24 	0 	18.64 	13.58 	5.7 	9.45 	0 	16.14 	14.64 	0 	0 	6.37 
MAT_0100,D_GE4,TOTAL,T,TOTAL,RT_INC,2014	194.11 	194.69 	239.33 	14.17 	0 	0 	328.39 	201.99 	0 	0 	465.2 	353.97 	104.8 	248.4 	0 	30.92 	0 	0 	121.08 	32.47 	0 	296.57 	68.87 	164.79 	6.49 	0 	58.4 	112.33 	0 	0 	122.66 
MAT_0100,D_GE4,TOTAL,T,UNK,NR,2014	837 	833 	163 	0 	0 	0 	192 	0 	0 	0 	0 	11 	4 	393 	0 	0 	0 	0 	0 	0 	0 	0 	0 	72 	0 	0 	0 	2 	0 	0 	0 
MAT_0100,D_GE4,TOTAL,T,UNK,PC,2014	3.54 	3.53 	14.12 	0 	0 	0 	14.35 	0 	0 	0 	0 	0.07 	10.81 	23.88 	0 	0 	0 	0 	0 	0 	0 	0 	0 	4.07 	0 	0 	0 	31.03 	0 	0 	0 
MAT_0100,D_GE4,TOTAL,T,UNK,RT_INC,2014	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
MAT_0100,D_GE4,TOTAL,T,Y25-54,NR,2014	284621 	283556 	7421 	236 	0 	0 	99524 	778 	0 	0 	50744 	56001 	1065 	39722 	0 	158 	0 	0 	3139 	49 	0 	8579 	7394 	5417 	245 	0 	972 	3177 	0 	0 	3820 
MAT_0100,D_GE4,TOTAL,T,Y25-54,PC,2014	12.42 	12.42 	14.89 	14.69 	0 	0 	17.63 	19.51 	0 	0 	16.11 	10.54 	11.89 	16.94 	0 	14.26 	0 	0 	22.56 	2.56 	0 	19.46 	13.12 	5.44 	9.46 	0 	16 	13.76 	0 	0 	6.53 
MAT_0100,D_GE4,TOTAL,T,Y25-54,RT_INC,2014	185.04 	185.66 	230.85 	11.67 	0 	0 	312.8 	175.95 	0 	0 	443.14 	331.59 	98.4 	228.66 	0 	24.06 	0 	0 	108.32 	37.49 	0 	280.23 	64.01 	160.87 	5.88 	0 	51.91 	101.57 	0 	0 	123.83 
MAT_0100,D_GE4,TOTAL,T,Y_GE55,NR,2014	77112 	76844 	1137 	123 	0 	0 	32719 	370 	0 	0 	10642 	10735 	268 	12510 	0 	103 	0 	0 	897 	5 	0 	1732 	2352 	1491 	51 	0 	303 	1673 	0 	0 	921 
MAT_0100,D_GE4,TOTAL,T,Y_GE55,PC,2014	16.2 	16.2 	19.29 	26.68 	0 	0 	22.74 	28.23 	0 	0 	21.02 	13.65 	15.74 	22.09 	0 	28.14 	0 	0 	33.19 	1.34 	0 	23.67 	19.17 	8.12 	11.31 	0 	23.54 	19.89 	0 	0 	9.23 
MAT_0100,D_GE4,TOTAL,T,Y_GE55,RT_INC,2014	220.79 	221.17 	226.94 	26.4 	0 	0 	360.08 	274.83 	0 	0 	607.51 	359.18 	148.45 	314.51 	0 	56.84 	0 	0 	180.42 	19.18 	0 	318.91 	96.85 	168.44 	9.09 	0 	88.57 	176.51 	0 	0 	104.97 
MAT_0100,D_GE4,TOTAL,T,Y_LT25,NR,2014	38808 	38739 	989 	14 	0 	0 	17514 	114 	0 	0 	3249 	10353 	69 	2716 	0 	21 	0 	0 	383 	5 	0 	1886 	614 	434 	25 	0 	105 	317 	0 	0 	821 
MAT_0100,D_GE4,TOTAL,T,Y_LT25,PC,2014	10.07 	10.08 	11.37 	7.87 	0 	0 	12.73 	11.51 	0 	0 	14.92 	10.55 	7.08 	13.23 	0 	8.37 	0 	0 	13.34 	1.46 	0 	13.45 	8.05 	4.13 	7.06 	0 	8.83 	8.36 	0 	0 	4.35 
MAT_0100,D_GE4,TOTAL,T,Y_LT25,RT_INC,2014	215.12 	215.68 	289.58 	9.72 	0 	0 	368.02 	237.41 	0 	0 	469.9 	543.76 	87.6 	292.17 	0 	28.27 	0 	0 	150.54 	20.07 	0 	371.12 	57.67 	176.12 	11.65 	0 	70.74 	60.3 	0 	0 	143.43 
MAT_0100,D_GE4,TOTAL,UNK,TOTAL,NR,2014	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
MAT_0100,D_GE4,TOTAL,UNK,TOTAL,PC,2014	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
MAT_0100,D_GE4,TOTAL,UNK,TOTAL,RT_INC,2014	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
MAT_0100,D_GE4,TOTAL,UNK,UNK,NR,2014	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
MAT_0100,D_GE4,TOTAL,UNK,UNK,PC,2014	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
MAT_0100,D_GE4,TOTAL,UNK,UNK,RT_INC,2014	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
MAT_0100,D_GE4,TOTAL,UNK,Y25-54,NR,2014	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
MAT_0100,D_GE4,TOTAL,UNK,Y25-54,PC,2014	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
MAT_0100,D_GE4,TOTAL,UNK,Y25-54,RT_INC,2014	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
MAT_0100,D_GE4,TOTAL,UNK,Y_GE55,NR,2014	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
MAT_0100,D_GE4,TOTAL,UNK,Y_GE55,PC,2014	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
MAT_0100,D_GE4,TOTAL,UNK,Y_GE55,RT_INC,2014	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
MAT_0100,D_GE4,TOTAL,UNK,Y_LT25,NR,2014	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
MAT_0100,D_GE4,TOTAL,UNK,Y_LT25,PC,2014	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
MAT_0100,D_GE4,TOTAL,UNK,Y_LT25,RT_INC,2014	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
MAT_0100,D_GE4,U,F,TOTAL,NR,2014	229 	229 	2 	0 	0 	0 	215 	0 	0 	0 	2 	3 	0 	4 	0 	0 	0 	0 	0 	0 	0 	2 	1 	0 	0 	0 	0 	0 	0 	0 	0 
MAT_0100,D_GE4,U,F,TOTAL,PC,2014	19.85 	19.85 	50 	0 	0 	0 	19.67 	0 	0 	0 	25 	15.79 	0 	19.05 	0 	0 	0 	0 	0 	0 	0 	66.67 	100 	0 	0 	0 	0 	0 	0 	0 	0 
MAT_0100,D_GE4,U,F,TOTAL,RT_INC,2014	504.06 	504.06 	130.89 	0 	0 	0 	2207.05 	0 	0 	0 	121.88 	475.44 	0 	64.76 	0 	0 	0 	0 	0 	0 	0 	52.54 	0 	0 	0 	0 	0 	0 	0 	0 	0 
MAT_0100,D_GE4,U,F,UNK,NR,2014	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
MAT_0100,D_GE4,U,F,UNK,PC,2014	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
MAT_0100,D_GE4,U,F,UNK,RT_INC,2014	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
MAT_0100,D_GE4,U,F,Y25-54,NR,2014	163 	163 	2 	0 	0 	0 	155 	0 	0 	0 	1 	1 	0 	4 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
MAT_0100,D_GE4,U,F,Y25-54,PC,2014	19.51 	19.51 	66.67 	0 	0 	0 	19.54 	0 	0 	0 	14.29 	10 	0 	21.05 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
MAT_0100,D_GE4,U,F,Y25-54,RT_INC,2014	451.63 	451.63 	146.61 	0 	0 	0 	1893.42 	0 	0 	0 	73.84 	308.15 	0 	74.94 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
MAT_0100,D_GE4,U,F,Y_GE55,NR,2014	51 	51 	0 	0 	0 	0 	45 	0 	0 	0 	1 	2 	0 	0 	0 	0 	0 	0 	0 	0 	0 	2 	1 	0 	0 	0 	0 	0 	0 	0 	0 
MAT_0100,D_GE4,U,F,Y_GE55,PC,2014	41.53 	41.53 	0 	0 	0 	0 	42.93 	0 	0 	0 	100 	22.22 	0 	0 	0 	0 	0 	0 	0 	0 	0 	100 	100 	0 	0 	0 	0 	0 	0 	0 	0 
MAT_0100,D_GE4,U,F,Y_GE55,RT_INC,2014	749.46 	749.46 	0 	0 	0 	0 	3131.84 	0 	0 	0 	480.23 	652.56 	0 	0 	0 	0 	0 	0 	0 	0 	0 	434.09 	0 	0 	0 	0 	0 	0 	0 	0 	0 
MAT_0100,D_GE4,U,F,Y_LT25,NR,2014	15 	15 	0 	0 	0 	0 	15 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
MAT_0100,D_GE4,U,F,Y_LT25,PC,2014	7.64 	7.64 	0 	0 	0 	0 	7.68 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
MAT_0100,D_GE4,U,F,Y_LT25,RT_INC,2014	585.14 	585.14 	0 	0 	0 	0 	11867.71 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
MAT_0100,D_GE4,U,M,TOTAL,NR,2014	929 	929 	5 	0 	0 	0 	911 	0 	0 	0 	2 	3 	0 	6 	0 	0 	0 	0 	1 	0 	0 	1 	0 	0 	0 	0 	0 	0 	0 	0 	0 
MAT_0100,D_GE4,U,M,TOTAL,PC,2014	13.18 	13.18 	29.41 	0 	0 	0 	13.13 	0 	0 	0 	15.38 	10.34 	0 	19.35 	0 	0 	0 	0 	100 	0 	0 	20 	0 	0 	0 	0 	0 	0 	0 	0 	0 
MAT_0100,D_GE4,U,M,TOTAL,RT_INC,2014	1315.76 	1315.76 	349.9 	0 	0 	0 	5859.81 	0 	0 	0 	149.14 	645.16 	0 	61.26 	0 	0 	0 	0 	84.94 	0 	0 	44.05 	0 	0 	0 	0 	0 	0 	0 	0 	0 
MAT_0100,D_GE4,U,M,UNK,NR,2014	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
MAT_0100,D_GE4,U,M,UNK,PC,2014	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
MAT_0100,D_GE4,U,M,UNK,RT_INC,2014	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
MAT_0100,D_GE4,U,M,Y25-54,NR,2014	699 	699 	3 	0 	0 	0 	687 	0 	0 	0 	0 	3 	0 	5 	0 	0 	0 	0 	0 	0 	0 	1 	0 	0 	0 	0 	0 	0 	0 	0 	0 
MAT_0100,D_GE4,U,M,Y25-54,PC,2014	14.53 	14.54 	21.43 	0 	0 	0 	14.51 	0 	0 	0 	0 	16.67 	0 	21.74 	0 	0 	0 	0 	0 	0 	0 	20 	0 	0 	0 	0 	0 	0 	0 	0 	0 
MAT_0100,D_GE4,U,M,Y25-54,RT_INC,2014	1315.41 	1315.41 	258.48 	0 	0 	0 	6120.78 	0 	0 	0 	0 	808.85 	0 	68.9 	0 	0 	0 	0 	0 	0 	0 	64.06 	0 	0 	0 	0 	0 	0 	0 	0 	0 
MAT_0100,D_GE4,U,M,Y_GE55,NR,2014	93 	93 	2 	0 	0 	0 	89 	0 	0 	0 	0 	0 	0 	1 	0 	0 	0 	0 	1 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
MAT_0100,D_GE4,U,M,Y_GE55,PC,2014	12.51 	12.51 	66.67 	0 	0 	0 	12.46 	0 	0 	0 	0 	0 	0 	16.67 	0 	0 	0 	0 	100 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
MAT_0100,D_GE4,U,M,Y_GE55,RT_INC,2014	661.13 	661.13 	847.83 	0 	0 	0 	2359.11 	0 	0 	0 	0 	0 	0 	42.09 	0 	0 	0 	0 	227.8 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
MAT_0100,D_GE4,U,M,Y_LT25,NR,2014	137 	137 	0 	0 	0 	0 	135 	0 	0 	0 	2 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
MAT_0100,D_GE4,U,M,Y_LT25,PC,2014	9.15 	9.15 	0 	0 	0 	0 	9.06 	0 	0 	0 	40 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
MAT_0100,D_GE4,U,M,Y_LT25,RT_INC,2014	4003.42 	4003.42 	0 	0 	0 	0 	24297.2 	0 	0 	0 	3119.76 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
MAT_0100,D_GE4,U,T,TOTAL,NR,2014	1158 	1158 	7 	0 	0 	0 	1126 	0 	0 	0 	4 	6 	0 	10 	0 	0 	0 	0 	1 	0 	0 	3 	1 	0 	0 	0 	0 	0 	0 	0 	0 
MAT_0100,D_GE4,U,T,TOTAL,PC,2014	14.11 	14.12 	33.33 	0 	0 	0 	14.02 	0 	0 	0 	19.05 	12.5 	0 	19.23 	0 	0 	0 	0 	50 	0 	0 	37.5 	100 	0 	0 	0 	0 	0 	0 	0 	0 
MAT_0100,D_GE4,U,T,TOTAL,RT_INC,2014	998.16 	998.16 	236.73 	0 	0 	0 	4453.67 	0 	0 	0 	134.14 	547.45 	0 	62.61 	0 	0 	0 	0 	49.12 	0 	0 	49.37 	0 	0 	0 	0 	0 	0 	0 	0 	0 
MAT_0100,D_GE4,U,T,UNK,NR,2014	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
MAT_0100,D_GE4,U,T,UNK,PC,2014	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
MAT_0100,D_GE4,U,T,UNK,RT_INC,2014	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
MAT_0100,D_GE4,U,T,Y25-54,NR,2014	861 	861 	5 	0 	0 	0 	841 	0 	0 	0 	1 	4 	0 	9 	0 	0 	0 	0 	0 	0 	0 	1 	0 	0 	0 	0 	0 	0 	0 	0 	0 
MAT_0100,D_GE4,U,T,Y25-54,PC,2014	15.27 	15.27 	29.41 	0 	0 	0 	15.23 	0 	0 	0 	8.33 	14.29 	0 	21.43 	0 	0 	0 	0 	0 	0 	0 	16.67 	0 	0 	0 	0 	0 	0 	0 	0 	0 
MAT_0100,D_GE4,U,T,Y25-54,RT_INC,2014	966.58 	966.58 	198.03 	0 	0 	0 	4340.79 	0 	0 	0 	40.63 	575.2 	0 	71.46 	0 	0 	0 	0 	0 	0 	0 	21.33 	0 	0 	0 	0 	0 	0 	0 	0 	0 
MAT_0100,D_GE4,U,T,Y_GE55,NR,2014	144 	144 	2 	0 	0 	0 	134 	0 	0 	0 	1 	2 	0 	1 	0 	0 	0 	0 	1 	0 	0 	2 	1 	0 	0 	0 	0 	0 	0 	0 	0 
MAT_0100,D_GE4,U,T,Y_GE55,PC,2014	16.65 	16.65 	50 	0 	0 	0 	16.38 	0 	0 	0 	25 	10 	0 	14.29 	0 	0 	0 	0 	100 	0 	0 	100 	100 	0 	0 	0 	0 	0 	0 	0 	0 
MAT_0100,D_GE4,U,T,Y_GE55,RT_INC,2014	690.03 	690.03 	500.37 	0 	0 	0 	2573.14 	0 	0 	0 	264.27 	499.27 	0 	31.11 	0 	0 	0 	0 	227.8 	0 	0 	170.93 	0 	0 	0 	0 	0 	0 	0 	0 	0 
MAT_0100,D_GE4,U,T,Y_LT25,NR,2014	152 	152 	0 	0 	0 	0 	150 	0 	0 	0 	2 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
MAT_0100,D_GE4,U,T,Y_LT25,PC,2014	8.98 	8.98 	0 	0 	0 	0 	8.9 	0 	0 	0 	40 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
MAT_0100,D_GE4,U,T,Y_LT25,RT_INC,2014	2540.47 	2540.47 	0 	0 	0 	0 	21996.1 	0 	0 	0 	1402.95 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
MAT_0100,D_GE4,U,UNK,TOTAL,NR,2014	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
MAT_0100,D_GE4,U,UNK,TOTAL,PC,2014	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
MAT_0100,D_GE4,U,UNK,TOTAL,RT_INC,2014	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
MAT_0100,D_GE4,U,UNK,UNK,NR,2014	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
MAT_0100,D_GE4,U,UNK,UNK,PC,2014	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
MAT_0100,D_GE4,U,UNK,UNK,RT_INC,2014	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
MAT_0100,D_GE4,U,UNK,Y25-54,NR,2014	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
MAT_0100,D_GE4,U,UNK,Y25-54,PC,2014	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
MAT_0100,D_GE4,U,UNK,Y25-54,RT_INC,2014	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
MAT_0100,D_GE4,U,UNK,Y_GE55,NR,2014	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
MAT_0100,D_GE4,U,UNK,Y_GE55,PC,2014	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
MAT_0100,D_GE4,U,UNK,Y_GE55,RT_INC,2014	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
MAT_0100,D_GE4,U,UNK,Y_LT25,NR,2014	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
MAT_0100,D_GE4,U,UNK,Y_LT25,PC,2014	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
MAT_0100,D_GE4,U,UNK,Y_LT25,RT_INC,2014	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
MAT_0100,D_GE4,UNK,F,TOTAL,NR,2014	2383 	2383 	46 	0 	0 	0 	400 	0 	0 	0 	0 	8 	0 	1710 	0 	0 	0 	0 	0 	0 	0 	147 	0 	5 	0 	0 	0 	68 	0 	0 	0 
MAT_0100,D_GE4,UNK,F,TOTAL,PC,2014	9.57 	9.57 	18.55 	0 	0 	0 	28.36 	0 	0 	0 	0 	0.06 	0 	26.05 	0 	0 	0 	0 	0 	0 	0 	25.13 	0 	3.01 	0 	0 	0 	25.64 	0 	0 	0 
MAT_0100,D_GE4,UNK,F,TOTAL,RT_INC,2014	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
MAT_0100,D_GE4,UNK,F,UNK,NR,2014	1 	1 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	1 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
MAT_0100,D_GE4,UNK,F,UNK,PC,2014	0.86 	0.86 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	100 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
MAT_0100,D_GE4,UNK,F,UNK,RT_INC,2014	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
MAT_0100,D_GE4,UNK,F,Y25-54,NR,2014	1484 	1484 	31 	0 	0 	0 	264 	0 	0 	0 	0 	4 	0 	1036 	0 	0 	0 	0 	0 	0 	0 	103 	0 	0 	0 	0 	0 	46 	0 	0 	0 
